Town,Country
LITTLE CUMBRAE ISLE,EAST AYRSHIRE
LITTLEMILL,EAST AYRSHIRE
LOCH BRADAN RESERVOIR,EAST AYRSHIRE
LOCHRANZA,EAST AYRSHIRE
LOCHSIDE,EAST AYRSHIRE
LOGAN,EAST AYRSHIRE
LONGBAR,EAST AYRSHIRE
LONGPARK,EAST AYRSHIRE
LOW COYLTON,EAST AYRSHIRE
LUGAR,EAST AYRSHIRE
LUGAR WATER,EAST AYRSHIRE
LUGTON,EAST AYRSHIRE
LUGTON WATER,EAST AYRSHIRE
MACHRIE,EAST AYRSHIRE
MACHRIE WATER,EAST AYRSHIRE
MAINHOLM,EAST AYRSHIRE
MANSFIELD,EAST AYRSHIRE
MARGNAHEGLISH,EAST AYRSHIRE
MASONHILL,EAST AYRSHIRE
MAUCHLINE,EAST AYRSHIRE
MEADOWFOOT,EAST AYRSHIRE
MEIGLE,EAST AYRSHIRE
MERKLAND,EAST AYRSHIRE
MILLPORT,EAST AYRSHIRE
MONEYACRES,EAST AYRSHIRE
MOSCOW,EAST AYRSHIRE
MUIRHEAD,EAST AYRSHIRE
MUIRKIRK,EAST AYRSHIRE
NETHERTHIRD,EAST AYRSHIRE
NEW CUMNOCK,EAST AYRSHIRE
NEWMILNS,EAST AYRSHIRE
NEWTON,EAST AYRSHIRE
NEWTON ON AYR,EAST AYRSHIRE
NITH,EAST AYRSHIRE
NORTH CORRIEGILLS,EAST AYRSHIRE
NORTH FEORLINE,EAST AYRSHIRE
NORTH KISCADALE,EAST AYRSHIRE
OLD TOLL,EAST AYRSHIRE
ONTHANK,EAST AYRSHIRE
PANDEEWON BURN,EAST AYRSHIRE
PARK END,EAST AYRSHIRE
PATHHEAD,EAST AYRSHIRE
PATNA,EAST AYRSHIRE
PENWHAPPLE BURN,EAST AYRSHIRE
PENWHAPPLE RESERVOIR,EAST AYRSHIRE
PERCETON,EAST AYRSHIRE
PIRNMILL,EAST AYRSHIRE
POLNESSAN,EAST AYRSHIRE
PORTENCROSS,EAST AYRSHIRE
POUNDLAND,EAST AYRSHIRE
RANKINSTON,EAST AYRSHIRE
RICCARTON,EAST AYRSHIRE
RUGLEN,EAST AYRSHIRE
RYE WATER,EAST AYRSHIRE
SALTCOATS,EAST AYRSHIRE
SANNOX,EAST AYRSHIRE
SEAFIELD,EAST AYRSHIRE
SEAMILL,EAST AYRSHIRE
SHANNOCHIE,EAST AYRSHIRE
SHEWALTON,EAST AYRSHIRE
SHISKINE,EAST AYRSHIRE
SHORTLEES,EAST AYRSHIRE
SINCLAIRSTON,EAST AYRSHIRE
SKARES,EAST AYRSHIRE
SKELMORLIE,EAST AYRSHIRE
SLIDDERY,EAST AYRSHIRE
SLIDDERY WATER,EAST AYRSHIRE
SLIDDERYWATER FOOT,EAST AYRSHIRE
SMALLBURN,EAST AYRSHIRE
SORN,EAST AYRSHIRE
SORNHILL,EAST AYRSHIRE
SOURLIE,EAST AYRSHIRE
SOUTH CORRIEGILLS,EAST AYRSHIRE
SOUTH FEORLINE,EAST AYRSHIRE
SOUTH KISCADALE,EAST AYRSHIRE
SPRINGSIDE,EAST AYRSHIRE
ST QUIVOX,EAST AYRSHIRE
STAIR,EAST AYRSHIRE
STANECASTLE,EAST AYRSHIRE
STEVENSTON,EAST AYRSHIRE
STEWARTON,EAST AYRSHIRE
STINCHAR,EAST AYRSHIRE
STRATHWHILLAN,EAST AYRSHIRE
THE DEN,EAST AYRSHIRE
THIRDPART,EAST AYRSHIRE
TORBEG,EAST AYRSHIRE
TORMORE,EAST AYRSHIRE
TORRANYARD,EAST AYRSHIRE
TORRYLINN,EAST AYRSHIRE
TOWNHEAD,EAST AYRSHIRE
TRABBOCH,EAST AYRSHIRE
UPLAWMOOR,EAST AYRSHIRE
UPPER SKELMORLIE,EAST AYRSHIRE
WALLACETOWN,EAST AYRSHIRE
WATER OF FAIL,EAST AYRSHIRE
WATER OF GIRVAN,EAST AYRSHIRE
WATER OF MINNOCH,EAST AYRSHIRE
WATERSIDE,EAST AYRSHIRE
WELTON,EAST AYRSHIRE
WEST BENNAN,EAST AYRSHIRE
WEST KILBRIDE,EAST AYRSHIRE
WHITEFARLAND,EAST AYRSHIRE
WHITEFAULDS,EAST AYRSHIRE
WHITEFLAT,EAST AYRSHIRE
WHITELEES,EAST AYRSHIRE
WHITESPOUT LANE,EAST AYRSHIRE
WHITING BAY,EAST AYRSHIRE
WHITLETTS,EAST AYRSHIRE
WINDY-YETT,EAST AYRSHIRE
WOODFIELD,EAST AYRSHIRE
ALLANDER BURN,EAST DUNBARTONSHIRE
AUCHINREOCH,EAST DUNBARTONSHIRE
BADSHALLOCH,EAST DUNBARTONSHIRE
BALGROCHAN,EAST DUNBARTONSHIRE
BALMORE,EAST DUNBARTONSHIRE
BELLSMYRE,EAST DUNBARTONSHIRE
BIRDSTON,EAST DUNBARTONSHIRE
BISHOPBRIGGS,EAST DUNBARTONSHIRE
BLAIRSKAITH,EAST DUNBARTONSHIRE
BRUCEHILL,EAST DUNBARTONSHIRE
BUCHLEY,EAST DUNBARTONSHIRE
CADDER,EAST DUNBARTONSHIRE
CASTLEHILL,EAST DUNBARTONSHIRE
CLACHAN OF CAMPSIE,EAST DUNBARTONSHIRE
CREINCH,EAST DUNBARTONSHIRE
CROY,EAST DUNBARTONSHIRE
DENNYSTOWN,EAST DUNBARTONSHIRE
FLUCHTER,EAST DUNBARTONSHIRE
HARESTANES,EAST DUNBARTONSHIRE
HAYSTON,EAST DUNBARTONSHIRE
HIGH GALLOWHILL,EAST DUNBARTONSHIRE
INCHMURRIN,EAST DUNBARTONSHIRE
KELVIN,EAST DUNBARTONSHIRE
KILBOWIE,EAST DUNBARTONSHIRE
KIRKINTILLOCH,EAST DUNBARTONSHIRE
LENNOXTOWN,EAST DUNBARTONSHIRE
LENZIE,EAST DUNBARTONSHIRE
LEVEN,EAST DUNBARTONSHIRE
MILL OF HALDANE,EAST DUNBARTONSHIRE
MILNGAVIE,EAST DUNBARTONSHIRE
MILTON OF CAMPSIE,EAST DUNBARTONSHIRE
MUGDOCK,EAST DUNBARTONSHIRE
OXGANG,EAST DUNBARTONSHIRE
PARKHALL,EAST DUNBARTONSHIRE
RADNOR PARK,EAST DUNBARTONSHIRE
ROSEBANK,EAST DUNBARTONSHIRE
SILVERTON,EAST DUNBARTONSHIRE
TORRANCE,EAST DUNBARTONSHIRE
TORRINCH,EAST DUNBARTONSHIRE
TOWNEND,EAST DUNBARTONSHIRE
TWECHAR,EAST DUNBARTONSHIRE
WATERSIDE,EAST DUNBARTONSHIRE
ABERLADY,EAST LOTHIAN
ATHELSTANEFORD,EAST LOTHIAN
BALLENCRIEFF,EAST LOTHIAN
BARNS NESS,EAST LOTHIAN
BELHAVEN,EAST LOTHIAN
BIRNS WATER,EAST LOTHIAN
BLACKDYKES,EAST LOTHIAN
BOLTON,EAST LOTHIAN
BROXBURN,EAST LOTHIAN
CAMPTOUN,EAST LOTHIAN
CARFRAE,EAST LOTHIAN
COCKENZIE AND PORT SETON,EAST LOTHIAN
CRAIGIELAW,EAST LOTHIAN
CUTHILL,EAST LOTHIAN
DIRLETON,EAST LOTHIAN
DOLPHINGSTONE,EAST LOTHIAN
DREM,EAST LOTHIAN
DUNBAR,EAST LOTHIAN
EAST LINTON,EAST LOTHIAN
EAST SALTOUN,EAST LOTHIAN
ELPHINSTONE,EAST LOTHIAN
ELVINGSTON,EAST LOTHIAN
FASENY WATER,EAST LOTHIAN
FENTON BARNS,EAST LOTHIAN
FISHERROW,EAST LOTHIAN
GARVALD,EAST LOTHIAN
GIFFORD,EAST LOTHIAN
GILCHRISTON,EAST LOTHIAN
GLADSMUIR,EAST LOTHIAN
GULLANE,EAST LOTHIAN
HADDINGTON,EAST LOTHIAN
HUMBIE,EAST LOTHIAN
HUNTINGTON,EAST LOTHIAN
INNERWICK,EAST LOTHIAN
INVERESK,EAST LOTHIAN
KINGSTON,EAST LOTHIAN
KNOWES,EAST LOTHIAN
LEVENHALL,EAST LOTHIAN
LONGNIDDRY,EAST LOTHIAN
LUGGATE BURN,EAST LOTHIAN
MACMERRY,EAST LOTHIAN
MARKLE,EAST LOTHIAN
MEADOWMILL,EAST LOTHIAN
MONKTONHALL,EAST LOTHIAN
MUSSELBURGH,EAST LOTHIAN
NEW TOWN,EAST LOTHIAN
NEW WINTON,EAST LOTHIAN
NORTH BERWICK,EAST LOTHIAN
NORTH ELPHINESTONE,EAST LOTHIAN
OLDHAMSTOCKS,EAST LOTHIAN
ORMISTON,EAST LOTHIAN
PENCAITLAND,EAST LOTHIAN
PENSTON,EAST LOTHIAN
PHANTASSIE,EAST LOTHIAN
PINKIE BRAES,EAST LOTHIAN
PRESTON,EAST LOTHIAN
PRESTONPANS,EAST LOTHIAN
SALTCOATS,EAST LOTHIAN
SAMUELSTON,EAST LOTHIAN
SETON,EAST LOTHIAN
SETON MAINS,EAST LOTHIAN
SOUTH ELPHINSTONE,EAST LOTHIAN
SPITTAL,EAST LOTHIAN
SPOTT,EAST LOTHIAN
STENTON,EAST LOTHIAN
STONEYBANK,EAST LOTHIAN
THORNTONLOCH,EAST LOTHIAN
TRANENT,EAST LOTHIAN
TRAPRAIN,EAST LOTHIAN
TYNE,EAST LOTHIAN
TYNINGHAME,EAST LOTHIAN
WALLYFORD,EAST LOTHIAN
WEST BARNS,EAST LOTHIAN
WEST SALTOUN,EAST LOTHIAN
WESTER BROOMHOUSE,EAST LOTHIAN
WHITEADDER WATER,EAST LOTHIAN
WHITECRAIG,EAST LOTHIAN
WHITEKIRK,EAST LOTHIAN
ASHTON,EAST RENFREWSHIRE
AUCHENBACK,EAST RENFREWSHIRE
BARDRAINNEY,EAST RENFREWSHIRE
BARGARRAN,EAST RENFREWSHIRE
BARRHEAD,EAST RENFREWSHIRE
BLACK CART WATER,EAST RENFREWSHIRE
BLACKHALL,EAST RENFREWSHIRE
BLYTHSWOOD,EAST RENFREWSHIRE
BRAESIDE,EAST RENFREWSHIRE
BRANCHTON,EAST RENFREWSHIRE
BRIDGEND,EAST RENFREWSHIRE
BROADFIELD,EAST RENFREWSHIRE
BROOM,EAST RENFREWSHIRE
BUSBY,EAST RENFREWSHIRE
CARMUNNOCK,EAST RENFREWSHIRE
CARTSDYKE,EAST RENFREWSHIRE
CASTLEHEAD,EAST RENFREWSHIRE
CENTRAL,EAST RENFREWSHIRE
CHARLESTON,EAST RENFREWSHIRE
CLARKSTON,EAST RENFREWSHIRE
CLEVANS,EAST RENFREWSHIRE
CRAIGENDS,EAST RENFREWSHIRE
CROOKFUR,EAST RENFREWSHIRE
CROSSMILL,EAST RENFREWSHIRE
DEAN PARK,EAST RENFREWSHIRE
DEVOL,EAST RENFREWSHIRE
DOVECOTHALL,EAST RENFREWSHIRE
EAGLESHAM,EAST RENFREWSHIRE
EAST RENFREWSHIRE,EAST RENFREWSHIRE
FERGUSLIE PARK,EAST RENFREWSHIRE
FORT MATILDA,EAST RENFREWSHIRE
FOXBAR,EAST RENFREWSHIRE
FREELAND,EAST RENFREWSHIRE
GALLOWHILL,EAST RENFREWSHIRE
GATESIDE,EAST RENFREWSHIRE
GIBSHILL,EAST RENFREWSHIRE
GIFFNOCK,EAST RENFREWSHIRE
GLENBURN,EAST RENFREWSHIRE
GOUROCK,EAST RENFREWSHIRE
GREENOCK,EAST RENFREWSHIRE
GREENOCK WEST,EAST RENFREWSHIRE
GRYFE,EAST RENFREWSHIRE
HILLINGTON,EAST RENFREWSHIRE
HURLET,EAST RENFREWSHIRE
INVERKIP,EAST RENFREWSHIRE
KILMACOLM,EAST RENFREWSHIRE
KIRKHILL,EAST RENFREWSHIRE
KIRKTONHILL,EAST RENFREWSHIRE
LADYBURN,EAST RENFREWSHIRE
LARKFIELD,EAST RENFREWSHIRE
LEVAN,EAST RENFREWSHIRE
LILYBANK,EAST RENFREWSHIRE
MEARNS,EAST RENFREWSHIRE
MERRYLEE,EAST RENFREWSHIRE
MID AUCHINLECK,EAST RENFREWSHIRE
MIDTON,EAST RENFREWSHIRE
MILLARSTON,EAST RENFREWSHIRE
MILLIKENPARK,EAST RENFREWSHIRE
MOUNTBLOW,EAST RENFREWSHIRE
NEILSTON,EAST RENFREWSHIRE
NETHER KIRTON,EAST RENFREWSHIRE
NETHERLEE,EAST RENFREWSHIRE
NETHERPLACE,EAST RENFREWSHIRE
NEWTON MEARNS,EAST RENFREWSHIRE
NITSHILL,EAST RENFREWSHIRE
OLDHALL,EAST RENFREWSHIRE
OVERTON,EAST RENFREWSHIRE
PARK MAINS,EAST RENFREWSHIRE
PARKHILL,EAST RENFREWSHIRE
PORT GLASGOW,EAST RENFREWSHIRE
PORTERFIELD,EAST RENFREWSHIRE
QUARRELTON,EAST RENFREWSHIRE
QUARRIERS VILLAGE,EAST RENFREWSHIRE
RASHIELEE,EAST RENFREWSHIRE
RAVENSCRAIG,EAST RENFREWSHIRE
ROSSLAND,EAST RENFREWSHIRE
SHEDDENS,EAST RENFREWSHIRE
SHILLFORD,EAST RENFREWSHIRE
SHORTROODS,EAST RENFREWSHIRE
SPANGO,EAST RENFREWSHIRE
SPRINGHILL,EAST RENFREWSHIRE
STAMPERLAND,EAST RENFREWSHIRE
STRONE,EAST RENFREWSHIRE
TANDLEHILL,EAST RENFREWSHIRE
THORNLIEBANK,EAST RENFREWSHIRE
THORNLY PARK,EAST RENFREWSHIRE
VICTORY GARDENS,EAST RENFREWSHIRE
WATERFOOT,EAST RENFREWSHIRE
WATERSIDE,EAST RENFREWSHIRE
WEMYSS BAY,EAST RENFREWSHIRE
WEST ARTHURLIE,EAST RENFREWSHIRE
WEST PORTON,EAST RENFREWSHIRE
WHITECRAIGS,EAST RENFREWSHIRE
WILLIAMWOOD,EAST RENFREWSHIRE
WOODHALL,EAST RENFREWSHIRE
ABBEYHILL,EDINBURGH
ATHOLL PLACE,EDINBURGH
BALERNO,EDINBURGH
BARNTON,EDINBURGH
BINGHAM,EDINBURGH
BLACKHALL,EDINBURGH
BONALY,EDINBURGH
BONNINGTON,EDINBURGH
BRAEPARK,EDINBURGH
BROUGHTON,EDINBURGH
BRUNSTANE,EDINBURGH
BUGHTLIN,EDINBURGH
BURDIEHOUSE,EDINBURGH
CLERMISTON,EDINBURGH
COLINTON,EDINBURGH
COMISTON,EDINBURGH
CORSTORPHINE,EDINBURGH
CRAIGENTINNY,EDINBURGH
CRAIGIEHALL,EDINBURGH
CRAIGLEITH,EDINBURGH
CRAIGLOCKHART,EDINBURGH
CRAIGMILLAR,EDINBURGH
CRAMOND,EDINBURGH
CRAMOND BRIDGE,EDINBURGH
CURRIE,EDINBURGH
DALMENY,EDINBURGH
DALRY,EDINBURGH
DANDERHALL,EDINBURGH
DEAN,EDINBURGH
DREGHORN,EDINBURGH
DRUM,EDINBURGH
DRYLAW,EDINBURGH
DUDDINGSTON,EDINBURGH
EDINBURGH,EDINBURGH
FAIRMILEHEAD,EDINBURGH
GILMERTON,EDINBURGH
GLENBROCK,EDINBURGH
GOGAR,EDINBURGH
GORGIE,EDINBURGH
GRACEMOUNT,EDINBURGH
GRANTON,EDINBURGH
HERMISTON,EDINBURGH
INVERLEITH,EDINBURGH
JOPPA,EDINBURGH
JUNIPER GREEN,EDINBURGH
KAIMES,EDINBURGH
KINGSKNOWE,EDINBURGH
KIRKLISTON,EDINBURGH
LEITH,EDINBURGH
LIBERTON,EDINBURGH
LOCHEND,EDINBURGH
LONGSTONE,EDINBURGH
MALLENY MILLS,EDINBURGH
MEADOWBANK,EDINBURGH
MERCHISTON,EDINBURGH
MOREDUN,EDINBURGH
MORNINGSIDE,EDINBURGH
MUIRHOUSE,EDINBURGH
MURRAYFIELD,EDINBURGH
NEW TOWN,EDINBURGH
NEWBIGGING,EDINBURGH
NEWBRIDGE,EDINBURGH
NEWHAILES,EDINBURGH
NEWHAVEN,EDINBURGH
NEWINGTON,EDINBURGH
NEWLISTON,EDINBURGH
NIDDRIE,EDINBURGH
NORTHFIELD,EDINBURGH
OLD TOWN,EDINBURGH
OXGANGS,EDINBURGH
PILRIG,EDINBURGH
PILTON,EDINBURGH
PORT EDGAR,EDINBURGH
PORTOBELLO,EDINBURGH
PRESTONFIELD,EDINBURGH
QUEENSFERRY,EDINBURGH
RATHO,EDINBURGH
RATHO STATION,EDINBURGH
RAVELSTON,EDINBURGH
RESTALRIG,EDINBURGH
SAUGHTON,EDINBURGH
SIGHTHILL,EDINBURGH
SILVERKNOWES,EDINBURGH
SLATEFORD,EDINBURGH
SOUTH GYLE,EDINBURGH
STENHOUSE,EDINBURGH
SWANSTON,EDINBURGH
THE INCH,EDINBURGH
TORPHIN,EDINBURGH
TRINITY,EDINBURGH
TURNHOUSE,EDINBURGH
WARRISTON,EDINBURGH
WESTER HAILES,EDINBURGH
AIRTH,FALKIRK
BONNYBRIDGE,FALKIRK
BORROWSTOUNNESS,FALKIRK
CARRON,FALKIRK
DENNY,FALKIRK
DUNIPACE,FALKIRK
DUNMORE,FALKIRK
GRAHAMSTON,FALKIRK
GRANGEMOUTH,FALKIRK
LARBERT,FALKIRK
ABERCROMBIE,FIFE
ABERDOUR,FIFE
ANSTRUTHER EASTER,FIFE
ANSTRUTHER WESTER,FIFE
ARNCROACH,FIFE
AUCHMUTY,FIFE
AUCHTERDERRAN,FIFE
AUCHTERMUCHTY,FIFE
AUCHTERTOOL,FIFE
BACKMUIR OF NEW GILSTON,FIFE
BAINTOWN,FIFE
BALBUTHIE,FIFE
BALCURVIE,FIFE
BALDINNIE,FIFE
BALGONAR,FIFE
BALLINGRY,FIFE
BALMALCOLM,FIFE
BALMERINO,FIFE
BALMULLO,FIFE
BALTILLY,FIFE
BARNYARDS,FIFE
BELLBRAE,FIFE
BELLYEOMAN,FIFE
BLACK DEVON,FIFE
BLACK MUIR,FIFE
BLAIR,FIFE
BLAIRBURN,FIFE
BLAIRHALL,FIFE
BLINKBONNY,FIFE
BOARHILLS,FIFE
BONNYBANK,FIFE
BORELAND,FIFE
BOTTOMCRAIG,FIFE
BOW OF FIFE,FIFE
BOWERSHALL,FIFE
BOWHILL,FIFE
BRIDGEND,FIFE
BROOM,FIFE
BROWNHILLS,FIFE
BRUCEFIELD,FIFE
BRUNTON,FIFE
BUCKHAVEN,FIFE
BURNTISLAND,FIFE
CADHAM,FIFE
CAIRNEYHILL,FIFE
CAMERON,FIFE
CAMERON BRIDGE,FIFE
CARDENDEN,FIFE
CARNBEE,FIFE
CARNOCK,FIFE
CARRICK,FIFE
CASKIEBERRAN,FIFE
CELLARDYKE,FIFE
CERES,FIFE
CHANCE INN,FIFE
CHAPEL,FIFE
CHARLESTOWN,FIFE
CLATTO,FIFE
CLAYTON,FIFE
CLUNY,FIFE
COALTOWN OF BALGONIE,FIFE
COALTOWN OF BURNTURK,FIFE
COALTOWN OF WEMYSS,FIFE
COLINSBURGH,FIFE
COLLESSIE,FIFE
COMRIE,FIFE
COWDENBEATH,FIFE
COWSTRANDBURN,FIFE
CRAIGROTHIE,FIFE
CRAIL,FIFE
CRIECH,FIFE
CROFT OUTERLY,FIFE
CROMBIE,FIFE
CROSSFORD,FIFE
CROSSGATES,FIFE
CROSSHILL,FIFE
CROSSROADS,FIFE
CULROSS,FIFE
CUPAR,FIFE
CUPAR MUIR,FIFE
DAIRSIE (OSNABURGH),FIFE
DALGETY BAY,FIFE
DEN OF LINDORES,FIFE
DENBEATH,FIFE
DENHEAD,FIFE
DRUMELDRIE,FIFE
DULOCH,FIFE
DUNBOG,FIFE
DUNDONALD,FIFE
DUNFERMLINE,FIFE
DUNINO,FIFE
DUNNIKIER,FIFE
DUNSHALT,FIFE
DYSART,FIFE
EARLSFERRY,FIFE
EAST FINGLASSIE,FIFE
EAST WEMYSS,FIFE
EASTER KILWHISS,FIFE
EASTER KINSLEITH,FIFE
EDEN,FIFE
FALKLAND,FIFE
FERNIE,FIFE
FIFE NESS,FIFE
FINCRAIGS,FIFE
FOODIEASH,FIFE
FORDELL,FIFE
FREUCHIE,FIFE
GALLATOWN,FIFE
GARVOCK HILL,FIFE
GATESIDE,FIFE
GAULDRY,FIFE
GIFFORDTOWN,FIFE
GLENCRAIG,FIFE
GLENDUCKIE,FIFE
GLENROTHES,FIFE
GOWKHALL,FIFE
GRANGE OF LINDORES,FIFE
GUARDBRIDGE,FIFE
HALBEATH,FIFE
HAYFIELD,FIFE
HAZELTON WALLS,FIFE
HEADWELL,FIFE
HIGH VALLEYFIELD,FIFE
HILL END,FIFE
HILL OF BEATH,FIFE
HILLEND,FIFE
INNERLEVEN,FIFE
INVERKEITHING,FIFE
ISLE OF MAY,FIFE
JAMPHLARS,FIFE
KEDLOCK,FIFE
KEDLOCK FEUS,FIFE
KELTY,FIFE
KELTYBRIDGE,FIFE
KEMBACK,FIFE
KENNOWAY,FIFE
KETTLEBRIDGE,FIFE
KETTLEHILL,FIFE
KILCONQUHAR,FIFE
KILDUNCAN,FIFE
KILMANY,FIFE
KILRENNY,FIFE
KINCAPLE,FIFE
KINCARDINE,FIFE
KINGHORN,FIFE
KINGLASSIE,FIFE
KINGSBARNS,FIFE
KINGSEAT,FIFE
KINGSEATHILL,FIFE
KINGSKETTLE,FIFE
KINLOCH,FIFE
KIRKCALDY,FIFE
KIRKFORTHAR FEUS,FIFE
KIRKLAND,FIFE
KIRKLAND DAM,FIFE
KIRKTON,FIFE
KIRKTON OF CULTS,FIFE
KIRKTON OF LARGO (UPPER LARGO),FIFE
LADYBANK,FIFE
LARGOWARD,FIFE
LASSODIE,FIFE
LATHONES,FIFE
LESLIE,FIFE
LETHAM,FIFE
LEUCHARS,FIFE
LEVEN,FIFE
LEVEN LINKS,FIFE
LIMEKILNS,FIFE
LINDORES,FIFE
LINKTOWN,FIFE
LOCHFITTY BURN,FIFE
LOCHGELLY,FIFE
LOCHORE,FIFE
LOGIE,FIFE
LOW TORRY,FIFE
LOW VALLEYFIELD,FIFE
LOWER LARGO,FIFE
LUCKLAWHILL,FIFE
LUMPHINNANS,FIFE
LUTHRIE,FIFE
MACEDONIA,FIFE
MARKINCH,FIFE
METHIL,FIFE
METHILHILL,FIFE
MILESMARK,FIFE
MILLS,FIFE
MILTON OF BALGONIE,FIFE
MONIMAIL,FIFE
MONKSTOWN,FIFE
MOONZIE,FIFE
MUIREDGE,FIFE
MUIRHEAD,FIFE
NEWBURGH,FIFE
NEWLISTON,FIFE
NEWMILLS,FIFE
NEWPORT-ON-TAY,FIFE
NEWTON OF BALCORMO,FIFE
NEWTON OF FALKLAND,FIFE
NORTH QUEENSFERRY,FIFE
OAKLEY,FIFE
ORE,FIFE
ORROCK,FIFE
OSNABURGH (DAIRSIE),FIFE
PANHALL,FIFE
PARBROATH,FIFE
PARKHILL,FIFE
PARKNEUK,FIFE
PATHHEAD,FIFE
PATTIESMUIR,FIFE
PEAT INN,FIFE
PITCORTHIE,FIFE
PITLESSIE,FIFE
PITSCOTTIE,FIFE
PITTENWEEM,FIFE
PITTEUCHAR,FIFE
PORT BRAE,FIFE
QUEENSWAY,FIFE
RADERNIE,FIFE
RAMORNIE,FIFE
RATHILLET,FIFE
RIMBLETON,FIFE
ROSYTH,FIFE
SALINE,FIFE
SCOONIE,FIFE
SHIRES MILL,FIFE
SILLERHOLE,FIFE
SINCLAIRTOWN,FIFE
SMEATON,FIFE
SMITHY HILL,FIFE
SOUTH PARKS,FIFE
SOUTH STRAITON,FIFE
SPRINGFIELD,FIFE
ST ANDREWS,FIFE
ST MONANCE,FIFE
STAR,FIFE
STEELEND,FIFE
STENTON,FIFE
STRATHKINNESS,FIFE
STRATHMIGLO,FIFE
STRAVITHIE,FIFE
TANSHALL,FIFE
TAYPORT,FIFE
TEMPLEHALL,FIFE
THORNTON,FIFE
TORRYBURN,FIFE
TOWNHILL,FIFE
UPPER KENLEY,FIFE
UPPER LARGO (KIRKTON OF LARGO),FIFE
WELLWOOD,FIFE
WEST WEMYSS,FIFE
WINDYGATES,FIFE
WOODEND,FIFE
WOODHAVEN,FIFE
WOODSIDE,FIFE
WORMIT,FIFE
ANNIESLAND,GLASGOW
ARDEN,GLASGOW
AUCHINAIRN,GLASGOW
BAILLIESTON,GLASGOW
BALORNOCK,GLASGOW
BANKHEAD,GLASGOW
BARDOWIE,GLASGOW
BARLANARK,GLASGOW
BARMULLOCH,GLASGOW
BARRACHNIE,GLASGOW
BATTLEFIELD,GLASGOW
BEARSDEN,GLASGOW
BELLAHOUSTON,GLASGOW
BRAIDFAULD,GLASGOW
BRIDGETON,GLASGOW
BROOMHOUSE,GLASGOW
CALTON,GLASGOW
CARDONALD,GLASGOW
CARNTYNE,GLASGOW
CARNWADRIC,GLASGOW
CASTLEMILK,GLASGOW
CATHCART,GLASGOW
COLSTON,GLASGOW
COWLAIRS,GLASGOW
CRAIGEND,GLASGOW
CRAIGTON,GLASGOW
CRANHILL,GLASGOW
CROFTFOOT,GLASGOW
CROOKSTON,GLASGOW
CROSSMYLOOF,GLASGOW
DENNISTOUN,GLASGOW
DOWANHILL,GLASGOW
DRUMCHAPEL,GLASGOW
DUMBRECK,GLASGOW
EASTERHOUSE,GLASGOW
FORTH AND CLYDE CANAL,GLASGOW
FULLARTON,GLASGOW
GARNKIRK,GLASGOW
GARROWHILL,GLASGOW
GARTHAMLOCK,GLASGOW
GARTLOCH,GLASGOW
GERMISTON,GLASGOW
GLASGOW,GLASGOW
GORBALS,GLASGOW
GOVAN,GLASGOW
GOVANHILL,GLASGOW
GREENFIELD,GLASGOW
HAGHILL,GLASGOW
HIGH CROSSHILL,GLASGOW
HOGGANFIELD,GLASGOW
HUTCHESONTOWN,GLASGOW
IBROX,GLASGOW
JORDONHILL,GLASGOW
KELVINDALE,GLASGOW
KELVINSIDE,GLASGOW
KENNISHEAD,GLASGOW
KINGS PARK,GLASGOW
KNIGHTSWOOD,GLASGOW
LAMBHILL,GLASGOW
LANGSIDE,GLASGOW
LOCHWOOD,GLASGOW
LUMLOCH,GLASGOW
MANSEWOOD,GLASGOW
MARYHILL,GLASGOW
MILLERSTON,GLASGOW
MILTON,GLASGOW
MOSSPARK,GLASGOW
MOUNT VERNON,GLASGOW
MT FLORIDA,GLASGOW
MUIREND,GLASGOW
NEWLANDS,GLASGOW
OATLANDS,GLASGOW
OLD BALORNOCK,GLASGOW
PARKHEAD,GLASGOW
PARTICK,GLASGOW
POLLOK,GLASGOW
POLLOKSHAWS,GLASGOW
POLLOKSHIELDS,GLASGOW
POLMADIE,GLASGOW
PORT DUNDAS,GLASGOW
POSSIL PARK,GLASGOW
PRIESTHILL,GLASGOW
PROVANMILL,GLASGOW
QUEENSLIE,GLASGOW
RIDDRIE,GLASGOW
ROBROYSTON,GLASGOW
ROYSTON,GLASGOW
RUCHAZIE,GLASGOW
RUCHILL,GLASGOW
RUTHERGLEN,GLASGOW
SCOTSTOUN,GLASGOW
SHAWLANDS,GLASGOW
SHETTLESTON,GLASGOW
SHIELDHALL,GLASGOW
SIGHTHILL,GLASGOW
SPRINGBOIG,GLASGOW
SPRINGBURN,GLASGOW
STRATHBUNGO,GLASGOW
SUMMERSTON,GLASGOW
SWINTON,GLASGOW
TEMPLE,GLASGOW
TOWNHEAD,GLASGOW
WHITE CART WATER,GLASGOW
WHITEINCH,GLASGOW
YOKER,GLASGOW
YORKHILL,GLASGOW
A BHRIDEANACH,HIGHLAND
ABERARDER,HIGHLAND
ABERCHALDER,HIGHLAND
ABHAIN LEATAIDH (LETTIE RIVER),HIGHLAND
ABHAINN AN FHASAIGH,HIGHLAND
ABHAINN AN T-STRATHA CHARNAIG,HIGHLAND
ABHAINN BEINN NAN EUN,HIGHLAND
ABHAINN BRUACHAIG,HIGHLAND
ABHAINN CRO CHLACH,HIGHLAND
ABHAINN CUILEIG,HIGHLAND
